osm_id,osm_type,name,longitude,latitude,geom_type
"13541726",relations,Senchumthang,89.8762671748038,26.7668226290865,POLYGON
"13530018",relations,Sangyethang,90.1127808919241,26.792423107316,POLYGON
"13352336",relations,,89.8379574466417,27.2888623484467,POLYGON
"13569194",relations,Zurigang Jigmedthang,88.9979192185794,26.9831263584754,POLYGON
"13547190",relations,Shamdolay,89.9856273269486,26.9367999258644,POLYGON
"13639847",relations,Shalingtoed Tashibi,90.8350015779302,26.9151806621738,POLYGON
"13530020",relations,Labtsakha,90.206277417944,26.8609983171552,POLYGON
"13527028",relations,Nubgang,90.3341219028456,26.9206037523551,POLYGON
"13547761",relations,Ambithang Pangserpo,90.0540035704906,26.9606432722261,POLYGON
"13536201",relations,Peljorling,90.1651737149036,27.062431094505,POLYGON
"13535819",relations,Dzomling,90.1699221114687,27.0279717511944,POLYGON
"13533771",relations,Norjangsa,90.2282784775017,27.0149945539244,POLYGON
"13403081",relations,Rookha,90.1582825381657,27.2097047982725,POLYGON
"12163538",relations,Phurjoen,90.7030491417106,27.5034307803509,POLYGON
"12165478",relations,Barsha_Panikong,89.6719475797504,27.7889866392511,POLYGON
"13410192",relations,Gangthramo Labtsakha Soelwdrangsa,89.8432716240773,27.5464563609889,POLYGON
"12092645",relations,Tshaphel_Tsiloongkha,89.3306712821655,27.3576167748146,POLYGON
"12174891",relations,Phuentshogthang Chiwogs,91.6960816469434,26.8806890430934,POLYGON
"12110378",relations,Barkazor_Maenkhar,91.4350395292488,27.2157202573907,POLYGON
"12110377",relations,Rizor_Yerchhilo,91.4504728204137,27.2510964044481,POLYGON
"12205863",relations,Khothagpa_Yalang,91.4323076290961,27.0191831328505,POLYGON
"12117210",relations,Drenphoog,91.9772402215983,27.0395111938553,POLYGON
"12110597",relations,Rongthoong Shingchen,91.557579875138,27.2612707829634,POLYGON
"12110603",relations,Rangzhikhar_ Sardang,91.5810351510893,27.285404180415,POLYGON
"13424987",relations,Pang-Lhauzhing,91.5395705310729,27.4670585858596,POLYGON
"13683866",relations,Kaling Thoomling,91.2573931728896,27.3847932192683,POLYGON
"12093245",relations,Pangkhar,91.2267631714426,27.7446553324124,POLYGON
"13423241",relations,Pangkhar Taphel,91.461198840983,27.828362222594,POLYGON
"12193884",relations,Goishing_Ridzommo,91.2629326272132,26.921206479394,POLYGON
"12152925",relations,Ura-Dozhi,90.924239077388,27.428492244833,POLYGON
"12089056",relations,Minjay Gewog,91.2600123843065,27.5804174480819,POLYGON
"2743966",relations,措美县 མཚོ་སྨད་རྫོང།,91.5111222701911,28.5730023593056,POLYGON
